cluster_name,forecast_date,selected_model,forecast_used_tb,forecast_utilization_pct,forecast_free_capacity_tb,breach_80_flag,breach_85_flag,breach_90_flag
FS-CLUSTER-01,2013-09-12,holt_linear,915.1467287991196,54.35290149538699,768.5660144419926,False,False,False
FS-CLUSTER-01,2013-09-13,holt_linear,915.1489311831992,54.35303230060232,768.5638120579131,False,False,False
FS-CLUSTER-01,2013-09-14,holt_linear,915.1511335672787,54.35316310581767,768.5616096738335,False,False,False
FS-CLUSTER-01,2013-09-15,holt_linear,915.1533359513584,54.353293911033006,768.559407289754,False,False,False
FS-CLUSTER-01,2013-09-16,holt_linear,915.155538335438,54.35342471624836,768.5572049056743,False,False,False
FS-CLUSTER-01,2013-09-17,holt_linear,915.1577407195176,54.3535555214637,768.5550025215947,False,False,False
FS-CLUSTER-01,2013-09-18,holt_linear,915.1599431035972,54.35368632667904,768.5528001375152,False,False,False
FS-CLUSTER-01,2013-09-19,holt_linear,915.1621454876768,54.35381713189439,768.5505977534356,False,False,False
FS-CLUSTER-01,2013-09-20,holt_linear,915.1643478717564,54.35394793710974,768.5483953693561,False,False,False
FS-CLUSTER-01,2013-09-21,holt_linear,915.166550255836,54.354078742325086,768.5461929852764,False,False,False
FS-CLUSTER-01,2013-09-22,holt_linear,915.1687526399156,54.35420954754042,768.5439906011968,False,False,False
FS-CLUSTER-01,2013-09-23,holt_linear,915.170955023995,54.35434035275577,768.5417882171173,False,False,False
FS-CLUSTER-01,2013-09-24,holt_linear,915.1731574080746,54.35447115797112,768.5395858330377,False,False,False
FS-CLUSTER-01,2013-09-25,holt_linear,915.1753597921544,54.35460196318647,768.537383448958,False,False,False
FS-CLUSTER-01,2013-09-26,holt_linear,915.1775621762338,54.3547327684018,768.5351810648785,False,False,False
FS-CLUSTER-01,2013-09-27,holt_linear,915.1797645603134,54.35486357361715,768.5329786807989,False,False,False
FS-CLUSTER-01,2013-09-28,holt_linear,915.1819669443928,54.35499437883249,768.5307762967194,False,False,False
FS-CLUSTER-01,2013-09-29,holt_linear,915.1841693284724,54.35512518404784,768.5285739126398,False,False,False
FS-CLUSTER-01,2013-09-30,holt_linear,915.1863717125522,54.35525598926319,768.5263715285602,False,False,False
FS-CLUSTER-01,2013-10-01,holt_linear,915.1885740966316,54.35538679447852,768.5241691444807,False,False,False
FS-CLUSTER-01,2013-10-02,holt_linear,915.1907764807112,54.35551759969387,768.521966760401,False,False,False
FS-CLUSTER-01,2013-10-03,holt_linear,915.1929788647908,54.3556484049092,768.5197643763215,False,False,False
FS-CLUSTER-01,2013-10-04,holt_linear,915.1951812488704,54.35577921012455,768.5175619922419,False,False,False
FS-CLUSTER-01,2013-10-05,holt_linear,915.19738363295,54.3559100153399,768.5153596081623,False,False,False
FS-CLUSTER-01,2013-10-06,holt_linear,915.1995860170296,54.35604082055525,768.5131572240828,False,False,False
FS-CLUSTER-01,2013-10-07,holt_linear,915.2017884011092,54.356171625770585,768.5109548400031,False,False,False
FS-CLUSTER-01,2013-10-08,holt_linear,915.2039907851888,54.356302430985934,768.5087524559236,False,False,False
FS-CLUSTER-01,2013-10-09,holt_linear,915.2061931692684,54.35643323620128,768.506550071844,False,False,False
FS-CLUSTER-01,2013-10-10,holt_linear,915.208395553348,54.35656404141663,768.5043476877644,False,False,False
FS-CLUSTER-01,2013-10-11,holt_linear,915.2105979374276,54.35669484663197,768.5021453036849,False,False,False
FS-CLUSTER-01,2013-10-12,holt_linear,915.2128003215072,54.35682565184732,768.4999429196052,False,False,False
FS-CLUSTER-01,2013-10-13,holt_linear,915.2150027055868,54.356956457062665,768.4977405355256,False,False,False
FS-CLUSTER-01,2013-10-14,holt_linear,915.2172050896662,54.357087262278,768.4955381514461,False,False,False
FS-CLUSTER-01,2013-10-15,holt_linear,915.2194074737458,54.35721806749335,768.4933357673665,False,False,False
FS-CLUSTER-01,2013-10-16,holt_linear,915.2216098578252,54.35734887270869,768.491133383287,False,False,False
FS-CLUSTER-01,2013-10-17,holt_linear,915.223812241905,54.35747967792403,768.4889309992074,False,False,False
FS-CLUSTER-01,2013-10-18,holt_linear,915.2260146259846,54.35761048313938,768.4867286151277,False,False,False
FS-CLUSTER-01,2013-10-19,holt_linear,915.228217010064,54.35774128835472,768.4845262310482,False,False,False
FS-CLUSTER-01,2013-10-20,holt_linear,915.2304193941436,54.35787209357007,768.4823238469686,False,False,False
FS-CLUSTER-01,2013-10-21,holt_linear,915.2326217782232,54.358002898785415,768.4801214628891,False,False,False
FS-CLUSTER-01,2013-10-22,holt_linear,915.2348241623027,54.35813370400076,768.4779190788095,False,False,False
FS-CLUSTER-01,2013-10-23,holt_linear,915.2370265463824,54.358264509216106,768.4757166947298,False,False,False
FS-CLUSTER-01,2013-10-24,holt_linear,915.239228930462,54.35839531443145,768.4735143106503,False,False,False
FS-CLUSTER-01,2013-10-25,holt_linear,915.2414313145416,54.3585261196468,768.4713119265707,False,False,False
FS-CLUSTER-01,2013-10-26,holt_linear,915.2436336986212,54.35865692486214,768.4691095424912,False,False,False
FS-CLUSTER-01,2013-10-27,holt_linear,915.2458360827007,54.35878773007749,768.4669071584116,False,False,False
FS-CLUSTER-01,2013-10-28,holt_linear,915.2480384667804,54.35891853529283,768.464704774332,False,False,False
FS-CLUSTER-01,2013-10-29,holt_linear,915.25024085086,54.35904934050817,768.4625023902524,False,False,False
FS-CLUSTER-01,2013-10-30,holt_linear,915.2524432349396,54.35918014572352,768.4603000061728,False,False,False
FS-CLUSTER-01,2013-10-31,holt_linear,915.2546456190192,54.35931095093886,768.4580976220932,False,False,False
FS-CLUSTER-01,2013-11-01,holt_linear,915.2568480030986,54.359441756154204,768.4558952380137,False,False,False
FS-CLUSTER-01,2013-11-02,holt_linear,915.2590503871784,54.35957256136955,768.4536928539341,False,False,False
FS-CLUSTER-01,2013-11-03,holt_linear,915.2612527712578,54.35970336658489,768.4514904698545,False,False,False
FS-CLUSTER-01,2013-11-04,holt_linear,915.2634551553374,54.35983417180024,768.4492880857749,False,False,False
FS-CLUSTER-01,2013-11-05,holt_linear,915.265657539417,54.35996497701559,768.4470857016953,False,False,False
FS-CLUSTER-01,2013-11-06,holt_linear,915.2678599234964,54.36009578223092,768.4448833176158,False,False,False
FS-CLUSTER-01,2013-11-07,holt_linear,915.2700623075762,54.36022658744627,768.4426809335362,False,False,False
FS-CLUSTER-01,2013-11-08,holt_linear,915.2722646916556,54.36035739266162,768.4404785494567,False,False,False
FS-CLUSTER-01,2013-11-09,holt_linear,915.2744670757352,54.36048819787697,768.438276165377,False,False,False
FS-CLUSTER-01,2013-11-10,holt_linear,915.2766694598148,54.3606190030923,768.4360737812974,False,False,False
FS-CLUSTER-01,2013-11-11,holt_linear,915.2788718438944,54.36074980830765,768.4338713972179,False,False,False
FS-CLUSTER-01,2013-11-12,holt_linear,915.281074227974,54.360880613523,768.4316690131383,False,False,False
FS-CLUSTER-01,2013-11-13,holt_linear,915.2832766120536,54.361011418738336,768.4294666290588,False,False,False
FS-CLUSTER-01,2013-11-14,holt_linear,915.2854789961332,54.361142223953685,768.4272642449791,False,False,False
FS-CLUSTER-01,2013-11-15,holt_linear,915.2876813802128,54.36127302916904,768.4250618608995,False,False,False
FS-CLUSTER-01,2013-11-16,holt_linear,915.2898837642924,54.36140383438437,768.42285947682,False,False,False
FS-CLUSTER-01,2013-11-17,holt_linear,915.292086148372,54.36153463959972,768.4206570927404,False,False,False
FS-CLUSTER-01,2013-11-18,holt_linear,915.2942885324514,54.36166544481505,768.4184547086609,False,False,False
FS-CLUSTER-01,2013-11-19,holt_linear,915.2964909165312,54.3617962500304,768.4162523245813,False,False,False
FS-CLUSTER-01,2013-11-20,holt_linear,915.2986933006108,54.36192705524575,768.4140499405016,False,False,False
FS-CLUSTER-01,2013-11-21,holt_linear,915.3008956846902,54.362057860461086,768.4118475564221,False,False,False
FS-CLUSTER-01,2013-11-22,holt_linear,915.3030980687698,54.36218866567644,768.4096451723425,False,False,False
FS-CLUSTER-01,2013-11-23,holt_linear,915.3053004528496,54.36231947089178,768.4074427882629,False,False,False
FS-CLUSTER-01,2013-11-24,holt_linear,915.307502836929,54.36245027610713,768.4052404041834,False,False,False
FS-CLUSTER-01,2013-11-25,holt_linear,915.3097052210086,54.36258108132247,768.4030380201037,False,False,False
FS-CLUSTER-01,2013-11-26,holt_linear,915.311907605088,54.36271188653782,768.4008356360242,False,False,False
FS-CLUSTER-01,2013-11-27,holt_linear,915.3141099891676,54.362842691753166,768.3986332519446,False,False,False
FS-CLUSTER-01,2013-11-28,holt_linear,915.3163123732472,54.36297349696852,768.396430867865,False,False,False
FS-CLUSTER-01,2013-11-29,holt_linear,915.3185147573269,54.36310430218385,768.3942284837855,False,False,False
FS-CLUSTER-01,2013-11-30,holt_linear,915.3207171414064,54.3632351073992,768.3920260997058,False,False,False
FS-CLUSTER-01,2013-12-01,holt_linear,915.322919525486,54.36336591261453,768.3898237156263,False,False,False
FS-CLUSTER-01,2013-12-02,holt_linear,915.3251219095656,54.36349671782988,768.3876213315467,False,False,False
FS-CLUSTER-01,2013-12-03,holt_linear,915.3273242936452,54.36362752304523,768.3854189474671,False,False,False
FS-CLUSTER-01,2013-12-04,holt_linear,915.3295266777247,54.36375832826057,768.3832165633876,False,False,False
FS-CLUSTER-01,2013-12-05,holt_linear,915.3317290618044,54.36388913347592,768.381014179308,False,False,False
FS-CLUSTER-01,2013-12-06,holt_linear,915.333931445884,54.36401993869126,768.3788117952284,False,False,False
FS-CLUSTER-01,2013-12-07,holt_linear,915.3361338299636,54.364150743906606,768.3766094111488,False,False,False
FS-CLUSTER-01,2013-12-08,holt_linear,915.3383362140432,54.36428154912195,768.3744070270692,False,False,False
FS-CLUSTER-01,2013-12-09,holt_linear,915.3405385981226,54.3644123543373,768.3722046429897,False,False,False
FS-CLUSTER-01,2013-12-10,holt_linear,915.3427409822024,54.36454315955264,768.3700022589101,False,False,False
FS-CLUSTER-01,2013-12-11,holt_linear,915.344943366282,54.36467396476799,768.3677998748304,False,False,False
FS-CLUSTER-01,2013-12-12,holt_linear,915.3471457503614,54.36480476998333,768.3655974907509,False,False,False
FS-CLUSTER-01,2013-12-13,holt_linear,915.349348134441,54.36493557519868,768.3633951066713,False,False,False
FS-CLUSTER-01,2013-12-14,holt_linear,915.3515505185204,54.36506638041402,768.3611927225918,False,False,False
FS-CLUSTER-01,2013-12-15,holt_linear,915.3537529026,54.36519718562936,768.3589903385122,False,False,False
FS-CLUSTER-01,2013-12-16,holt_linear,915.3559552866798,54.36532799084471,768.3567879544325,False,False,False
FS-CLUSTER-01,2013-12-17,holt_linear,915.3581576707592,54.36545879606005,768.354585570353,False,False,False
FS-CLUSTER-01,2013-12-18,holt_linear,915.3603600548388,54.3655896012754,768.3523831862734,False,False,False
FS-CLUSTER-01,2013-12-19,holt_linear,915.3625624389184,54.36572040649074,768.3501808021939,False,False,False
FS-CLUSTER-01,2013-12-20,holt_linear,915.364764822998,54.36585121170609,768.3479784181143,False,False,False
FS-CLUSTER-01,2013-12-21,holt_linear,915.3669672070776,54.36598201692144,768.3457760340347,False,False,False
FS-CLUSTER-01,2013-12-22,holt_linear,915.3691695911572,54.36611282213677,768.3435736499551,False,False,False
FS-CLUSTER-01,2013-12-23,holt_linear,915.3713719752368,54.36624362735212,768.3413712658755,False,False,False
FS-CLUSTER-01,2013-12-24,holt_linear,915.3735743593164,54.36637443256747,768.339168881796,False,False,False
FS-CLUSTER-01,2013-12-25,holt_linear,915.375776743396,54.3665052377828,768.3369664977164,False,False,False
FS-CLUSTER-01,2013-12-26,holt_linear,915.3779791274756,54.36663604299815,768.3347641136368,False,False,False
FS-CLUSTER-01,2013-12-27,holt_linear,915.3801815115552,54.3667668482135,768.3325617295573,False,False,False
FS-CLUSTER-01,2013-12-28,holt_linear,915.3823838956348,54.36689765342885,768.3303593454776,False,False,False
FS-CLUSTER-01,2013-12-29,holt_linear,915.3845862797144,54.367028458644185,768.328156961398,False,False,False
FS-CLUSTER-01,2013-12-30,holt_linear,915.3867886637938,54.367159263859534,768.3259545773185,False,False,False
FS-CLUSTER-01,2013-12-31,holt_linear,915.3889910478734,54.36729006907488,768.3237521932389,False,False,False
FS-CLUSTER-01,2014-01-01,holt_linear,915.391193431953,54.36742087429022,768.3215498091594,False,False,False
FS-CLUSTER-01,2014-01-02,holt_linear,915.3933958160326,54.36755167950557,768.3193474250797,False,False,False
FS-CLUSTER-01,2014-01-03,holt_linear,915.3955982001122,54.36768248472092,768.3171450410001,False,False,False
FS-CLUSTER-01,2014-01-04,holt_linear,915.3978005841916,54.36781328993625,768.3149426569206,False,False,False
FS-CLUSTER-01,2014-01-05,holt_linear,915.4000029682712,54.3679440951516,768.312740272841,False,False,False
FS-CLUSTER-01,2014-01-06,holt_linear,915.4022053523508,54.368074900366935,768.3105378887615,False,False,False
FS-CLUSTER-01,2014-01-07,holt_linear,915.4044077364304,54.36820570558229,768.3083355046818,False,False,False
FS-CLUSTER-01,2014-01-08,holt_linear,915.40661012051,54.36833651079763,768.3061331206022,False,False,False
FS-CLUSTER-01,2014-01-09,holt_linear,915.4088125045896,54.36846731601297,768.3039307365227,False,False,False
FS-CLUSTER-01,2014-01-10,holt_linear,915.4110148886692,54.36859812122832,768.3017283524431,False,False,False
FS-CLUSTER-01,2014-01-11,holt_linear,915.4132172727489,54.36872892644367,768.2995259683636,False,False,False
FS-CLUSTER-01,2014-01-12,holt_linear,915.4154196568284,54.368859731659015,768.297323584284,False,False,False
FS-CLUSTER-01,2014-01-13,holt_linear,915.417622040908,54.36899053687435,768.2951212002043,False,False,False
FS-CLUSTER-01,2014-01-14,holt_linear,915.4198244249876,54.3691213420897,768.2929188161248,False,False,False
FS-CLUSTER-01,2014-01-15,holt_linear,915.4220268090672,54.36925214730505,768.2907164320452,False,False,False
FS-CLUSTER-01,2014-01-16,holt_linear,915.4242291931466,54.36938295252038,768.2885140479657,False,False,False
FS-CLUSTER-01,2014-01-17,holt_linear,915.4264315772264,54.36951375773573,768.2863116638861,False,False,False
FS-CLUSTER-01,2014-01-18,holt_linear,915.428633961306,54.36964456295108,768.2841092798064,False,False,False
FS-CLUSTER-01,2014-01-19,holt_linear,915.4308363453854,54.369775368166415,768.2819068957269,False,False,False
FS-CLUSTER-01,2014-01-20,holt_linear,915.433038729465,54.36990617338176,768.2797045116473,False,False,False
FS-CLUSTER-01,2014-01-21,holt_linear,915.4352411135446,54.37003697859711,768.2775021275677,False,False,False
FS-CLUSTER-01,2014-01-22,holt_linear,915.437443497624,54.37016778381245,768.2752997434882,False,False,False
FS-CLUSTER-01,2014-01-23,holt_linear,915.4396458817038,54.3702985890278,768.2730973594086,False,False,False
FS-CLUSTER-01,2014-01-24,holt_linear,915.4418482657832,54.37042939424314,768.270894975329,False,False,False
FS-CLUSTER-01,2014-01-25,holt_linear,915.4440506498628,54.37056019945848,768.2686925912494,False,False,False
FS-CLUSTER-01,2014-01-26,holt_linear,915.4462530339424,54.37069100467383,768.2664902071698,False,False,False
FS-CLUSTER-01,2014-01-27,holt_linear,915.448455418022,54.37082180988918,768.2642878230903,False,False,False
FS-CLUSTER-01,2014-01-28,holt_linear,915.4506578021015,54.370952615104514,768.2620854390107,False,False,False
FS-CLUSTER-01,2014-01-29,holt_linear,915.4528601861812,54.37108342031986,768.2598830549312,False,False,False
FS-CLUSTER-01,2014-01-30,holt_linear,915.4550625702608,54.37121422553521,768.2576806708515,False,False,False
FS-CLUSTER-01,2014-01-31,holt_linear,915.4572649543404,54.37134503075056,768.2554782867719,False,False,False
FS-CLUSTER-01,2014-02-01,holt_linear,915.45946733842,54.371475835965896,768.2532759026924,False,False,False
FS-CLUSTER-01,2014-02-02,holt_linear,915.4616697224996,54.371606641181245,768.2510735186128,False,False,False
FS-CLUSTER-01,2014-02-03,holt_linear,915.4638721065792,54.37173744639659,768.2488711345333,False,False,False
FS-CLUSTER-01,2014-02-04,holt_linear,915.4660744906588,54.37186825161193,768.2466687504536,False,False,False
FS-CLUSTER-01,2014-02-05,holt_linear,915.4682768747384,54.37199905682728,768.244466366374,False,False,False
FS-CLUSTER-01,2014-02-06,holt_linear,915.4704792588178,54.37212986204262,768.2422639822945,False,False,False
FS-CLUSTER-01,2014-02-07,holt_linear,915.4726816428974,54.37226066725797,768.2400615982149,False,False,False
FS-CLUSTER-01,2014-02-08,holt_linear,915.4748840269772,54.37239147247331,768.2378592141353,False,False,False
FS-CLUSTER-01,2014-02-09,holt_linear,915.4770864110566,54.37252227768865,768.2356568300557,False,False,False
FS-CLUSTER-01,2014-02-10,holt_linear,915.4792887951362,54.372653082904,768.2334544459761,False,False,False
FS-CLUSTER-01,2014-02-11,holt_linear,915.4814911792156,54.37278388811934,768.2312520618966,False,False,False
FS-CLUSTER-01,2014-02-12,holt_linear,915.4836935632952,54.372914693334685,768.229049677817,False,False,False
FS-CLUSTER-01,2014-02-13,holt_linear,915.485895947375,54.373045498550034,768.2268472937374,False,False,False
FS-CLUSTER-01,2014-02-14,holt_linear,915.4880983314544,54.37317630376538,768.2246449096579,False,False,False
FS-CLUSTER-01,2014-02-15,holt_linear,915.490300715534,54.373307108980725,768.2224425255782,False,False,False
FS-CLUSTER-01,2014-02-16,holt_linear,915.4925030996136,54.37343791419607,768.2202401414987,False,False,False
FS-CLUSTER-01,2014-02-17,holt_linear,915.4947054836932,54.373568719411416,768.2180377574191,False,False,False
FS-CLUSTER-01,2014-02-18,holt_linear,915.4969078677728,54.37369952462676,768.2158353733395,False,False,False
FS-CLUSTER-01,2014-02-19,holt_linear,915.4991102518524,54.3738303298421,768.21363298926,False,False,False
FS-CLUSTER-01,2014-02-20,holt_linear,915.501312635932,54.37396113505745,768.2114306051803,False,False,False
FS-CLUSTER-01,2014-02-21,holt_linear,915.5035150200116,54.374091940272784,768.2092282211008,False,False,False
FS-CLUSTER-01,2014-02-22,holt_linear,915.5057174040912,54.37422274548813,768.2070258370212,False,False,False
FS-CLUSTER-01,2014-02-23,holt_linear,915.5079197881709,54.37435355070348,768.2048234529416,False,False,False
FS-CLUSTER-01,2014-02-24,holt_linear,915.5101221722502,54.37448435591882,768.2026210688621,False,False,False
FS-CLUSTER-01,2014-02-25,holt_linear,915.51232455633,54.374615161134166,768.2004186847824,False,False,False
FS-CLUSTER-01,2014-02-26,holt_linear,915.5145269404096,54.37474596634952,768.1982163007028,False,False,False
FS-CLUSTER-01,2014-02-27,holt_linear,915.516729324489,54.37487677156485,768.1960139166233,False,False,False
FS-CLUSTER-01,2014-02-28,holt_linear,915.5189317085686,54.3750075767802,768.1938115325437,False,False,False
FS-CLUSTER-01,2014-03-01,holt_linear,915.521134092648,54.37513838199555,768.1916091484642,False,False,False
FS-CLUSTER-01,2014-03-02,holt_linear,915.5233364767278,54.3752691872109,768.1894067643846,False,False,False
FS-CLUSTER-01,2014-03-03,holt_linear,915.5255388608074,54.37539999242623,768.1872043803049,False,False,False
FS-CLUSTER-01,2014-03-04,holt_linear,915.5277412448868,54.37553079764158,768.1850019962254,False,False,False
FS-CLUSTER-01,2014-03-05,holt_linear,915.5299436289664,54.37566160285693,768.1827996121458,False,False,False
FS-CLUSTER-01,2014-03-06,holt_linear,915.532146013046,54.375792408072265,768.1805972280663,False,False,False
FS-CLUSTER-01,2014-03-07,holt_linear,915.5343483971257,54.375923213287614,768.1783948439867,False,False,False
FS-CLUSTER-01,2014-03-08,holt_linear,915.5365507812052,54.37605401850296,768.176192459907,False,False,False
FS-CLUSTER-01,2014-03-09,holt_linear,915.5387531652848,54.3761848237183,768.1739900758275,False,False,False
FS-CLUSTER-01,2014-03-10,holt_linear,915.5409555493644,54.37631562893365,768.1717876917479,False,False,False
FS-CLUSTER-02,2013-09-12,holt_linear,536.9733217964728,45.97373408048257,631.026912546981,False,False,False
FS-CLUSTER-02,2013-09-13,holt_linear,536.9739543120907,45.97378823420612,631.0262800313631,False,False,False
FS-CLUSTER-02,2013-09-14,holt_linear,536.9745868277087,45.97384238792968,631.025647515745,False,False,False
FS-CLUSTER-02,2013-09-15,holt_linear,536.9752193433266,45.97389654165322,631.0250150001272,False,False,False
FS-CLUSTER-02,2013-09-16,holt_linear,536.9758518589446,45.97395069537677,631.0243824845091,False,False,False
FS-CLUSTER-02,2013-09-17,holt_linear,536.9764843745625,45.97400484910031,631.0237499688913,False,False,False
FS-CLUSTER-02,2013-09-18,holt_linear,536.9771168901805,45.97405900282387,631.0231174532732,False,False,False
FS-CLUSTER-02,2013-09-19,holt_linear,536.9777494057984,45.97411315654741,631.0224849376553,False,False,False
FS-CLUSTER-02,2013-09-20,holt_linear,536.9783819214164,45.97416731027096,631.0218524220373,False,False,False
FS-CLUSTER-02,2013-09-21,holt_linear,536.9790144370343,45.97422146399451,631.0212199064194,False,False,False
FS-CLUSTER-02,2013-09-22,holt_linear,536.9796469526523,45.974275617718064,631.0205873908014,False,False,False
FS-CLUSTER-02,2013-09-23,holt_linear,536.9802794682702,45.97432977144161,631.0199548751835,False,False,False
FS-CLUSTER-02,2013-09-24,holt_linear,536.9809119838882,45.97438392516516,631.0193223595655,False,False,False
FS-CLUSTER-02,2013-09-25,holt_linear,536.9815444995061,45.9744380788887,631.0186898439476,False,False,False
FS-CLUSTER-02,2013-09-26,holt_linear,536.9821770151241,45.974492232612256,631.0180573283296,False,False,False
FS-CLUSTER-02,2013-09-27,holt_linear,536.982809530742,45.9745463863358,631.0174248127117,False,False,False
FS-CLUSTER-02,2013-09-28,holt_linear,536.98344204636,45.97460054005935,631.0167922970937,False,False,False
FS-CLUSTER-02,2013-09-29,holt_linear,536.984074561978,45.97465469378291,631.0161597814757,False,False,False
FS-CLUSTER-02,2013-09-30,holt_linear,536.9847070775959,45.97470884750645,631.0155272658578,False,False,False
FS-CLUSTER-02,2013-10-01,holt_linear,536.9853395932139,45.97476300123,631.0148947502398,False,False,False
FS-CLUSTER-02,2013-10-02,holt_linear,536.9859721088318,45.97481715495355,631.0142622346219,False,False,False
FS-CLUSTER-02,2013-10-03,holt_linear,536.9866046244498,45.9748713086771,631.0136297190039,False,False,False
FS-CLUSTER-02,2013-10-04,holt_linear,536.9872371400677,45.97492546240065,631.012997203386,False,False,False
FS-CLUSTER-02,2013-10-05,holt_linear,536.9878696556857,45.9749796161242,631.012364687768,False,False,False
FS-CLUSTER-02,2013-10-06,holt_linear,536.9885021713036,45.97503376984774,631.0117321721501,False,False,False
FS-CLUSTER-02,2013-10-07,holt_linear,536.9891346869216,45.975087923571294,631.0110996565321,False,False,False
FS-CLUSTER-02,2013-10-08,holt_linear,536.9897672025395,45.97514207729484,631.0104671409142,False,False,False
FS-CLUSTER-02,2013-10-09,holt_linear,536.9903997181575,45.97519623101839,631.0098346252962,False,False,False
FS-CLUSTER-02,2013-10-10,holt_linear,536.9910322337754,45.97525038474193,631.0092021096783,False,False,False
FS-CLUSTER-02,2013-10-11,holt_linear,536.9916647493934,45.97530453846549,631.0085695940603,False,False,False
FS-CLUSTER-02,2013-10-12,holt_linear,536.9922972650113,45.97535869218903,631.0079370784424,False,False,False
FS-CLUSTER-02,2013-10-13,holt_linear,536.9929297806293,45.97541284591259,631.0073045628244,False,False,False
FS-CLUSTER-02,2013-10-14,holt_linear,536.9935622962472,45.975466999636126,631.0066720472065,False,False,False
FS-CLUSTER-02,2013-10-15,holt_linear,536.9941948118652,45.975521153359686,631.0060395315885,False,False,False
FS-CLUSTER-02,2013-10-16,holt_linear,536.9948273274832,45.97557530708323,631.0054070159705,False,False,False
FS-CLUSTER-02,2013-10-17,holt_linear,536.9954598431011,45.97562946080678,631.0047745003526,False,False,False
FS-CLUSTER-02,2013-10-18,holt_linear,536.9960923587191,45.97568361453033,631.0041419847346,False,False,False
FS-CLUSTER-02,2013-10-19,holt_linear,536.996724874337,45.97573776825388,631.0035094691167,False,False,False
FS-CLUSTER-02,2013-10-20,holt_linear,536.997357389955,45.97579192197743,631.0028769534987,False,False,False
FS-CLUSTER-02,2013-10-21,holt_linear,536.9979899055729,45.97584607570097,631.0022444378808,False,False,False
FS-CLUSTER-02,2013-10-22,holt_linear,536.9986224211909,45.975900229424525,631.0016119222628,False,False,False
FS-CLUSTER-02,2013-10-23,holt_linear,536.9992549368088,45.97595438314807,631.0009794066449,False,False,False
FS-CLUSTER-02,2013-10-24,holt_linear,536.9998874524268,45.97600853687162,631.0003468910269,False,False,False
FS-CLUSTER-02,2013-10-25,holt_linear,537.0005199680447,45.97606269059517,630.999714375409,False,False,False
FS-CLUSTER-02,2013-10-26,holt_linear,537.0011524836627,45.97611684431872,630.999081859791,False,False,False
FS-CLUSTER-02,2013-10-27,holt_linear,537.0017849992806,45.97617099804226,630.9984493441731,False,False,False
FS-CLUSTER-02,2013-10-28,holt_linear,537.0024175148986,45.97622515176582,630.9978168285551,False,False,False
FS-CLUSTER-02,2013-10-29,holt_linear,537.0030500305165,45.97627930548936,630.9971843129372,False,False,False
FS-CLUSTER-02,2013-10-30,holt_linear,537.0036825461345,45.97633345921292,630.9965517973192,False,False,False
